Native Status,Physiognomy,MN DNR Official Name,Common Name,Emerging (New) Taxonomy,Gleason & Cronquist Synonym,doug,gran,pope,stev
N,H,Ranunculus rhomboideus,prairie buttercup,,Ranunculus rhomboideus,doug,"",pope,""
N,H,Ranunculus sceleratus,cursed crowfoot,,Ranunculus sceleratus,doug,gran,pope,stev
I,H,Ranunculus testiculatus,,,Ranunculus testiculatus,"","",pope,""
N,H,Ratibida columnifera,prairie coneflower,,Ratibida columnifera,"","",pope,stev
N,H,Ratibida pinnata,gray-headed coneflower,,Ratibida pinnata,"","","",stev
N,D,Rhamnus alnifolia,alderleaf buckthorn,,Rhamnus alnifolia,doug,"","",""
I,D,Rhamnus cathartica,common buckthorn,,Rhamnus cathartica,doug,gran,pope,stev
N,B,Rhododendron groenlandicum,Labrador tea,,Ledum groenlandicum,doug,"","",""
N,D,Rhus glabra,smooth sumac,,Rhus glabra,doug,gran,pope,""
N,G,Rhynchospora capillacea,hair-like beak rush,,Rhynchospora capillacea,"","",pope,""
N,D,Ribes americanum,wild black currant,,Ribes americanum,doug,gran,pope,stev
N,D,Ribes cynosbati,prickly gooseberry,,Ribes cynosbati,doug,gran,pope,""
N,D,Ribes hirtellum,swamp gooseberry,,Ribes hirtellum,doug,"",pope,""
N,D,Ribes missouriense,Missouri gooseberry,,Ribes missouriense,doug,gran,pope,stev
N,D,Ribes triste,swamp red currant,,Ribes triste,doug,"","",""
N,H,Rorippa palustris,Icelandic yellow cress,,Rorippa palustris,doug,gran,pope,""
N,H,Rorippa palustris subsp. hispida,Icelandic yellow cress,,Rorippa palustris var. hispida,"",gran,pope,""
N,H,Rorippa palustris subsp. palustris,Icelandic yellow cress,,"Rorippa palustris var. fernaldiana, Rorippa palustris var. palustris",doug,"",pope,""
N,D,Rosa arkansana,prairie rose,,Rosa arkansana,doug,gran,pope,""
N,D,Rosa blanda,smooth wild rose,,Rosa blanda,doug,"",pope,stev
N,D,Rosa woodsii var. woodsii,Wood's rose,,Rosa woodsii var. woodsii,"","",pope,""
N,D,Rubus allegheniensis,Allegheny blackberry,,Rubus allegheniensis s.l.,doug,"","",""
U,D,Rubus idaeus,American red raspberry,,Rubus idaeus,doug,"",pope,stev
N,D,Rubus idaeus var. strigosus,wild red raspberry,,Rubus idaeus var. strigosus,doug,"",pope,stev
N,D,Rubus occidentalis,black raspberry,,Rubus occidentalis,doug,"",pope,""
N,H,Rubus pubescens,dwarf raspberry,,Rubus pubescens,doug,"",pope,""
N,H,Rudbeckia hirta var. pulcherrima,black-eyed susan,,Rudbeckia hirta var. pulcherrima,doug,"",pope,""
N,H,Rudbeckia laciniata var. laciniata,cutleaf coneflower,,Rudbeckia laciniata,doug,gran,pope,stev
N,H,Rumex altissimus,tall water dock,,Rumex altissimus,"","","",stev
N,H,Rumex britannica,great water dock,,Rumex orbiculatus,doug,gran,pope,""
I,H,Rumex crispus,curly dock,,Rumex crispus,doug,"","",""
N,H,Rumex fueginus,golden dock,,Rumex maritimus var. fueginus,doug,"","",stev
I,H,Rumex longifolius,domestic dock,,Rumex longifolius,"","",pope,""
I,H,Rumex pseudonatronatus,field dock,,,doug,"",pope,""
I,H,Rumex stenophyllus,narrow-leaved dock,,Rumex stenophyllus,doug,"","",""
N,H,Rumex triangulivalvis,Mexican dock,,,"","",pope,""
N,"H,S",Ruppia cirrhosa,spiral ditchgrass,,Ruppia maritima,doug,gran,pope,""
N,"H,S",Sagittaria cuneata,arum-leaved arrowhead,,Sagittaria cuneata,doug,gran,pope,""
N,H,Sagittaria latifolia,broad-leaved arrowhead,,Sagittaria latifolia,doug,"",pope,""
N,D,Salix amygdaloides,peach-leaved willow,,Salix amygdaloides,doug,"",pope,stev
N,D,Salix bebbiana,Bebb's willow,,Salix bebbiana,doug,"",pope,""
N,D,Salix candida,sage-leaved willow,,Salix candida,doug,"",pope,""
N,D,Salix discolor,pussy willow,,Salix discolor,doug,gran,pope,stev
N,D,Salix eriocephala,heart-leaved willow,Salix eriocephala var. eriocephala,Salix eriocephala s.l.,doug,gran,pope,stev
N,D,Salix famelica,heart-leaved willow,Salix eriocephala var. famelica,Salix eriocephala s.l.,"",gran,pope,stev
N,D,Salix humilis,prairie willow,,Salix humilis,doug,"",pope,""
N,D,Salix interior,sandbar willow,,"Salix exigua, Salix exigua subsp. interior",doug,gran,pope,stev
N,D,Salix pedicellaris,bog willow,,Salix pedicellaris,doug,"","",""
N,D,Salix petiolaris,slender willow,,Salix petiolaris,doug,"",pope,stev
N,D,Salix pyrifolia,balsam willow,,Salix pyrifolia,doug,"","",""
N,D,Salix serissima,autumn willow,,Salix serissima,doug,"",pope,""
I,D,Salix xfragilis,crank willow,,Salix fragilis,"","",pope,stev
I,H,Salsola collina,salsola tumbleweed,,Salsola collina,doug,"",pope,""
I,H,Salsola tragus,Russian thistle,,Salsola tragus,doug,gran,pope,stev
I,H,Salvia reflexa,lance-leaved sage,,Salvia reflexa,doug,"","",stev
N,D,Sambucus racemosa var. pubens,red-berried elder,,Sambucus racemosa var. pubens,doug,gran,pope,stev
N,H,Sanguinaria canadensis,bloodroot,,Sanguinaria canadensis,doug,gran,pope,""
N,H,Sanicula marilandica,maryland black snakeroot,,Sanicula marilandica,doug,gran,pope,""
N,H,Sanicula odorata,clustered black snakeroot,,Sanicula gregaria,"","",pope,""
N,H,Sceptridium multifidum,leathery grape-fern,,Botrychium multifidum,"","",pope,""
I,G,Schedonorus pratensis,meadow fescue,,Festuca pratensis,"","",pope,""
N,H,Scheuchzeria palustris,scheuchzeria,,Scheuchzeria palustris,doug,"",pope,""
N,G,Schizachne purpurascens,false melic grass,,"Schizachne purpurascens, Schizachne purpurascens var. pubescens, Schizachne purpurascens var. purpurascens","","",pope,""
N,G,Schizachyrium scoparium var. scoparium,little bluestem,,Schizachyrium scoparium var. scoparium,doug,gran,pope,stev
N,G,Schoenoplectus acutus var. acutus,hardstem bulrush,,Scirpus acutus,doug,gran,pope,stev
N,G,Schoenoplectus heterochaetus,slender bulrush,,Scirpus heterochaetus,doug,"",pope,""
N,G,Schoenoplectus pungens,three-square bulrush,,Scirpus pungens,"",gran,pope,stev
N,G,Schoenoplectus tabernaemontani,soft stem bulrush,,Scirpus validus,doug,gran,pope,stev
N,G,Scirpus atrovirens,dark green bulrush,,"Scirpus atrovirens s.l., Scirpus atrovirens var. atrovirens","",gran,pope,""
N,G,Scirpus pallidus,pale bulrush,,"Scirpus atrovirens s.l., Scirpus atrovirens var. pallidus",doug,gran,pope,stev
N,G,Scirpus pendulus,rufous bulrush,,Scirpus pendulus,doug,gran,pope,""
N,G,Scleria verticillata,whorled nutrush,,Scleria verticillata,"","",pope,""
N,G,Scolochloa festucacea,whitetop,,Scolochloa festucacea,doug,"",pope,""
N,H,Scrophularia lanceolata,lance-leaved figwort,,Scrophularia lanceolata,doug,gran,pope,""
N,H,Scutellaria galericulata,marsh skullcap,,Scutellaria galericulata,doug,gran,pope,""
N,H,Scutellaria lateriflora,mad dog skullcap,,Scutellaria lateriflora,doug,gran,pope,""
N,H,Scutellaria leonardii,Leonard's skullcap,,Scutellaria leonardii,doug,"",pope,""
N,H,Scutellaria parvula,prairie skullcap,,Scutellaria parvula,doug,"",pope,""
N,H,Senecio integerrimus var. integerrimus,entire ragwort,,Senecio integerrimus,"","",pope,stev
I,G,Setaria faberi,giant foxtail,,Setaria faberi,"","",pope,""
I,G,Setaria pumila,yellow foxtail,,,doug,gran,pope,stev
I,G,Setaria pumila subsp. pumila,yellow foxtail,,Setaria glauca,doug,gran,pope,stev
I,G,Setaria verticillata,bristly foxtail,,Setaria verticillata,"",gran,"",stev
I,G,Setaria viridis,green foxtail,,Setaria viridis,doug,gran,"",stev
N,D,Shepherdia argentea,buffaloberry,,Shepherdia argentea,doug,"",pope,""
N,H,Silene antirrhina,sleepy catchfly,,Silene antirrhina,"","",pope,""
I,H,Silene csereii,smooth catchfly,,Silene csereii,doug,gran,pope,""
I,H,Silene latifolia,white campion,,Silene latifolia,doug,gran,pope,""
I,H,Silene noctiflora,night-flowering campion,,Silene noctiflora,"","",pope,""
N,H,Silphium perfoliatum var. perfoliatum,cup plant,,Silphium perfoliatum,"","","",stev
I,H,Sinapis arvensis,wild mustard,,Sinapis arvensis,doug,"",pope,stev
I,H,Sisymbrium altissimum,tumble mustard,,Sisymbrium altissimum,doug,"",pope,stev
N,H,Sisyrinchium campestre,field blue-eyed grass,,Sisyrinchium campestre,doug,gran,pope,stev
N,H,Sisyrinchium montanum var. montanum,mountain blue-eyed grass,,"Sisyrinchium montanum, Sisyrinchium montanum var. crebrum, Sisyrinchium montanum var. montanum",doug,"","",""
N,H,Sium suave,water parsnip,,Sium suave,doug,gran,pope,""
N,H,Smilax illinoensis,Illinois carrion flower,,Smilax illinoensis,"","",pope,""
N,H,Smilax lasioneura,common carrion flower,,Smilax herbacea var. lasioneura,doug,gran,pope,""
N,H,Solanum emulans,black nightshade,,Solanum nigrum var. virginicum,doug,"",pope,""
N,H,Solanum rostratum,buffalo bur,,Solanum rostratum,"","","",stev
N,H,Solidago altissima,late goldenrod,,Solidago canadensis s.l.,doug,gran,pope,stev
N,H,Solidago altissima subsp. altissima,late goldenrod,,Solidago canadensis var. scabra,"",gran,pope,""
N,H,Solidago altissima subsp. gilvocanescens,late goldenrod,,Solidago canadensis var. gilvocanescens,doug,gran,pope,stev
N,H,Solidago canadensis,Canada goldenrod,,Solidago canadensis s.l.,"","",pope,""
N,H,Solidago canadensis var. canadensis,Canada goldenrod,,Solidago canadensis var. canadensis,--,--,--,--
N,H,Solidago flexicaulis,zigzag goldenrod,,Solidago flexicaulis,doug,"",pope,""
N,H,Solidago gigantea,giant goldenrod,,Solidago gigantea,doug,gran,pope,stev
N,H,Solidago missouriensis,Missouri goldenrod,,"Solidago missouriensis, Solidago missouriensis var. fasciculata, Solidago missouriensis var. missouriensis",doug,gran,pope,stev
N,H,Solidago nemoralis,gray goldenrod,,Solidago nemoralis,doug,gran,pope,stev
N,H,Solidago ptarmicoides,upland white aster,,Solidago ptarmicoides,doug,"",pope,stev
N,H,Solidago riddellii,Riddell's goldenrod,,Solidago riddellii,doug,gran,pope,""
N,H,Solidago rigida,stiff goldenrod,,Solidago rigida,doug,"",pope,stev
N,H,Solidago speciosa,showy goldenrod,,Solidago speciosa,doug,"",pope,""
I,H,Sonchus arvensis,field sow thistle,,Sonchus arvensis s.l.,doug,gran,pope,stev
I,H,Sonchus arvensis subsp. uliginosus,field sow thistle,,Sonchus arvensis var. glabrescens,doug,gran,pope,stev
I,H,Sonchus asper,spiny sow thistle,,Sonchus asper,"",gran,pope,stev
N,G,Sorghastrum nutans,Indian grass,,Sorghastrum nutans,doug,gran,pope,stev
N,H,Sparganium emersum,narrowleaf bur-reed,,"Sparganium chlorocarpum, Sparganium emersum s.s.","","",pope,""
N,H,Sparganium eurycarpum,giant bur-reed,,Sparganium eurycarpum,doug,"",pope,stev
N,G,Spartina pectinata,prairie cordgrass,,Spartina pectinata,doug,gran,pope,stev
N,G,Sphenopholis intermedia,slender wedge grass,,"Sphenopholis obtusata s.l., Sphenopholis obtusata var. major","","",pope,""
N,G,Sphenopholis obtusata,prairie wedge grass,,"Sphenopholis obtusata s.l., Sphenopholis obtusata var. obtusata",doug,gran,"",""
N,D,Spiraea alba var. alba,white meadowsweet,,Spiraea alba var. alba,doug,"",pope,""
N,H,Spiranthes magnicamporum,Great Plains ladies' tresses,,Spiranthes magnicamporum,doug,"","",""
N,"F,H",Spirodela polyrrhiza,greater duckweed,,Spirodela polyrhiza,doug,"","",stev
N,G,Sporobolus compositus var. compositus,rough dropseed,,Sporobolus asper,"",gran,"",""
N,G,Sporobolus cryptandrus,sand dropseed,,"Sporobolus cryptandrus, Sporobolus cryptandrus var. cryptandrus, Sporobolus cryptandrus var. fuscicolor",doug,"","",""
N,G,Sporobolus heterolepis,prairie dropseed,,Sporobolus heterolepis,doug,gran,pope,stev
N,G,Sporobolus neglectus,annual dropseed,,Sporobolus neglectus,"",gran,pope,stev
N,H,Stachys palustris,woundwort,,Stachys palustris,doug,gran,pope,stev
N,H,Stellaria longifolia,long-leaved chickweed,,Stellaria longifolia,doug,"",pope,""
I,H,Stellaria media,common chickweed,,Stellaria media,doug,"","",""
N,H,Streptopus lanceolatus,rose twistedstalk,,"Streptopus roseus, Streptopus roseus var. longipes",doug,"","",""
N,"H,S",Stuckenia filiformis,thread-leaved pondweed,,Potamogeton filiformis,doug,"",pope,""
N,"H,S",Stuckenia pectinata,sago pondweed,,Potamogeton pectinatus,doug,gran,pope,stev
N,"H,S",Stuckenia vaginata,sheathed pondweed,,Potamogeton vaginatus,doug,"","",""
N,D,Symphoricarpos occidentalis,wolfberry,,Symphoricarpos occidentalis,doug,gran,pope,stev
N,H,Symphyotrichum boreale,bog aster,,Aster borealis,doug,"",pope,""
N,H,Symphyotrichum ciliatum,short-rayed aster,,Aster brachyactis,doug,gran,"",""
N,H,Symphyotrichum ciliolatum,Lindley's aster,,Aster ciliolatus,"","",pope,""
N,H,Symphyotrichum ericoides,heath aster,,Aster ericoides,doug,gran,pope,stev
N,H,Symphyotrichum firmum,glossy-leaf aster,,Aster firmus,"","",pope,stev
N,H,Symphyotrichum laeve,smooth blue aster,,Aster laevis,doug,gran,pope,stev
N,H,Symphyotrichum laeve var. laeve,smooth aster,,Aster laevis var. laevis,doug,gran,pope,stev
N,H,Symphyotrichum lanceolatum,panicled aster,,Aster lanceolatus,doug,"",pope,stev
N,H,Symphyotrichum lanceolatum var. hesperium,western panicled aster,,Aster hesperius,"","",pope,""
N,H,Symphyotrichum lanceolatum var. lanceolatum,eastern panicled aster,,"Aster lanceolatus var. lanceolatus, Aster lanceolatus var. simplex",doug,"",pope,stev
N,H,Symphyotrichum lateriflorum,side-flowering aster,,Aster lateriflorus,doug,"",pope,""
N,H,Symphyotrichum novae-angliae,New England aster,,Aster novae-angliae,doug,"",pope,stev
N,H,Symphyotrichum oblongifolium,aromatic aster,,Aster oblongifolius,doug,"",pope,stev
N,H,Symphyotrichum oolentangiense,skyblue aster,,Aster oolentangiensis,"","",pope,""
N,H,Symphyotrichum puniceum var. puniceum,red-stemmed aster,,Aster puniceus s.s.,"","",pope,stev
N,H,Symphyotrichum sericeum,silky aster,,Aster sericeus,doug,gran,pope,stev
I,H,Taraxacum erythrospermum,red-seeded dandelion,,Taraxacum laevigatum,"",gran,"",""
I,H,Taraxacum officinale,common dandelion,,Taraxacum officinale,doug,"",pope,stev
N,H,Tephroseris palustris,swamp ragwort,,Senecio congestus,doug,"",pope,""
N,H,Teucrium canadense,germander,,Teucrium canadense,doug,gran,pope,""
N,H,Teucrium canadense var. occidentale,germander,,Teucrium canadense var. occidentale,"","",pope,""
N,H,Thalictrum dasycarpum,tall meadow-rue,,Thalictrum dasycarpum,doug,gran,pope,stev
N,H,Thalictrum dioicum,early meadow-rue,,Thalictrum dioicum,doug,"",pope,""
N,H,Thelypteris palustris var. pubescens,eastern marsh fern,,Thelypteris palustris var. pubescens,doug,"",pope,""
I,H,Thlaspi arvense,pennycress,,Thlaspi arvense,doug,"","",""
N,D,Tilia americana,basswood,,Tilia americana,doug,gran,pope,""
N,"C,D",Toxicodendron radicans,poison ivy,,"Toxicodendron radicans s.s., Toxicodendron radicans var. negundo, Toxicodendron rydbergii",doug,gran,pope,stev
N,D,Toxicodendron radicans var. rydbergii,western poison ivy,,Toxicodendron rydbergii,doug,gran,pope,stev
N,H,Tradescantia bracteata,bracted spiderwort,,Tradescantia bracteata,"",gran,pope,stev
I,H,Tragopogon dubius,yellow goat's beard,,Tragopogon dubius,doug,gran,pope,stev
I,H,Tragopogon pratensis,meadow goat's beard,,Tragopogon pratensis,"","","",stev
N,H,Triantha glutinosa,sticky false asphodel,,Tofieldia glutinosa,"","",pope,""
N,G,Trichophorum cespitosum,tufted bulrush,,Scirpus cespitosus,"","",pope,""
I,H,Trifolium campestre,field hop clover,,Trifolium campestre,doug,"","",""
I,H,Trifolium hybridum,alsike clover,,Trifolium hybridum,"",gran,"",stev
I,H,Trifolium pratense,red clover,,Trifolium pratense,doug,gran,pope,""
I,H,Trifolium repens,white clover,,Trifolium repens,doug,"",pope,""
N,H,Triglochin maritima,seaside arrowgrass,,Triglochin maritima,"","",pope,""
N,H,Triglochin palustris,marsh arrowgrass,,Triglochin palustris,"","",pope,""
N,H,Trillium cernuum,nodding trillium,,Trillium cernuum var. macranthum,doug,gran,pope,""
N,H,Trillium grandiflorum,large-flowered trillium,,Trillium grandiflorum,doug,"","",""
N,H,Trillium nivale,snow trillium,,Trillium nivale,doug,"","",""
I,H,Typha angustifolia,narrow-leaved cattail,,Typha angustifolia,doug,gran,pope,""
N,H,Typha latifolia,broad-leaved cattail,,Typha latifolia,doug,gran,pope,stev
I,H,Typha xglauca,hybrid cattail,,Typha xglauca,doug,"","",""
N,D,Ulmus americana,American elm,,Ulmus americana,doug,gran,pope,stev
I,D,Ulmus pumila,Siberian elm,,Ulmus pumila,doug,gran,pope,stev
N,D,Ulmus rubra,red elm,,Ulmus rubra,doug,gran,"",""
N,H,Urtica dioica subsp. gracilis,stinging nettle,,Urtica dioica var. procera,doug,gran,pope,""
N,"H,S",Utricularia intermedia,intermediate bladderwort,,Utricularia intermedia,"","",pope,""
N,"H,S",Utricularia vulgaris,common bladderwort,,Utricularia vulgaris,doug,gran,pope,""
N,H,Uvularia grandiflora,large-flowered bellwort,,Uvularia grandiflora,doug,gran,pope,""
N,H,Uvularia sessilifolia,pale bellwort,,Uvularia sessilifolia,doug,"",pope,""
N,D,Vaccinium angustifolium,lowbush blueberry,,Vaccinium angustifolium,doug,"","",""
N,B,Vaccinium macrocarpon,large cranberry,,Vaccinium macrocarpon,doug,"","",""
N,D,Vaccinium myrtilloides,velvet-leaved blueberry,,Vaccinium myrtilloides,doug,"","",""
N,B,Vaccinium oxycoccos,small cranberry,,Vaccinium oxycoccos,doug,"","",""
N,"H,S",Vallisneria americana,eelgrass,,Vallisneria americana,"","",pope,""
I,H,Verbascum thapsus,common mullein,,Verbascum thapsus,doug,gran,pope,""
N,H,Verbena hastata,blue vervain,,Verbena hastata,doug,gran,"",""
N,H,Verbena stricta,hoary vervain,,Verbena stricta,"","",pope,stev
N,H,Verbena urticifolia,white vervain,,Verbena urticifolia,doug,gran,pope,""
N,H,Vernonia fasciculata,bunched ironweed,,"Vernonia fasciculata, Vernonia fasciculata var. fasciculata, Vernonia fasciculata var. nebraskensis",doug,"",pope,""
N,H,Veronica americana,American brooklime,,Veronica americana,"","",pope,""
N,H,Veronicastrum virginicum,Culver's root,,Veronicastrum virginicum,doug,"",pope,""
N,D,Viburnum lentago,nannyberry,,Viburnum lentago,doug,"",pope,""
U,D,Viburnum opulus,European cranberrybush,"Viburnum opulus s.s., Viburnum trilobum",Viburnum opulus s.l.,doug,"",pope,""
N,D,Viburnum opulus var. americanum,American high-bush cranberry,Viburnum trilobum,Viburnum opulus var. americanum,doug,"",pope,""
N,D,Viburnum rafinesquianum,downy arrowwood,,Viburnum rafinesquianum,doug,"","",""
N,H,Vicia americana,American vetch,,Vicia americana,doug,gran,pope,stev
I,H,Vicia sativa,spring vetch,,Vicia sativa,doug,"",pope,""
I,H,Vicia sativa var. angustifolia,narrow-leaved vetch,,Vicia angustifolia,doug,"",pope,""
N,H,Viola blanda,sweet white violet,Viola incognita,Viola blanda,doug,"","",""
N,H,Viola canadensis var. rugulosa,rugulose violet,Viola rugulosa,Viola canadensis var. rugulosa,doug,gran,pope,stev
N,H,Viola labradorica,dog violet,Viola labradorica,Viola conspersa,doug,"","",""
N,H,Viola nephrophylla,northern bog violet,Viola nephrophylla,Viola nephrophylla,doug,gran,pope,stev
N,H,Viola pedatifida,prairie violet,Viola pedatifida,"Viola palmata, Viola palmata var. pedatifida",doug,gran,pope,stev
N,H,Viola pubescens,yellow violet,Viola pubescens s.s.,Viola pubescens,doug,"",pope,""
N,H,Viola renifolia,kidney-leaved violet,Viola renifolia,Viola renifolia,doug,"","",""
N,H,Viola septentrionalis,northern blue violet (upper Midwest variant),Viola septentrionalis,,doug,"","",""
N,C,Vitis riparia,wild grape,,Vitis riparia,doug,gran,pope,""
N,"F,H",Wolffia borealis,spotted watermeal,,Wolffia punctata,doug,"","",""
N,"F,H",Wolffia columbiana,Columbian watermeal,,Wolffia columbiana,doug,"","",""
N,H,Xanthium strumarium,cocklebur,,"Xanthium strumarium, Xanthium strumarium var. canadense, Xanthium strumarium var. glabratum, Xanthium strumarium var. strumarium",doug,"",pope,""
N,"H,S",Zannichellia palustris,horned pondweed,,Zannichellia palustris,doug,"",pope,stev
N,D,Zanthoxylum americanum,prickly ash,,Zanthoxylum americanum,doug,gran,pope,stev
N,H,Zigadenus elegans,white camas,,"Zigadenus elegans s.l., Zigadenus elegans var. elegans, Zigadenus elegans var. glaucus",doug,gran,pope,""
N,G,Zizania palustris,northern wild rice,,Zizania palustris,"","",pope,""
N,G,Zizania palustris var. palustris,northern wild rice,,Zizania palustris var. palustris,"","",pope,""
N,H,Zizia aptera var. aptera,heart-leaved alexanders,,Zizia aptera,doug,gran,pope,stev
N,H,Zizia aurea,golden alexanders,,Zizia aurea,doug,gran,pope,stev
